country,location_name,latitude,longitude,timezone,last_updated_epoch,last_updated,temperature_celsius,temperature_fahrenheit,condition_text,humidity,cloud,sunrise,sunset,moonrise,moonset
Philippines,Manila,14.6,120.98,Asia/Manila,1695076200,19/09/2023 06:30,27,80.6,Partly cloudy,89,25,5:45 am,5:56 pm,8:03 am,7:57 pm
Poland,Warsaw,52.25,21,Europe/Warsaw,1695076200,19/09/2023 00:30,17,62.6,Clear,88,0,6:14 am,6:45 pm,9:52 am,7:42 pm
Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,1695076200,18/09/2023 23:30,19,66.2,Clear,78,0,7:21 am,7:41 pm,10:31 am,9:16 pm
Qatar,Doha,25.29,51.53,Asia/Qatar,1695075300,19/09/2023 01:15,32,89.6,Clear,46,0,5:21 am,5:35 pm,8:01 am,7:29 pm
Romania,Bucharest,44.43,26.1,Europe/Bucharest,1695075300,19/09/2023 01:15,19,66.2,Clear,60,0,6:57 am,7:22 pm,10:13 am,8:41 pm
Russia,Moscow,55.75,37.62,Europe/Moscow,1695076200,19/09/2023 01:30,10,50,Mist,94,0,6:06 am,6:40 pm,9:52 am,7:24 pm
Rwanda,Kigali,-1.95,30.06,Africa/Kigali,1695076200,19/09/2023 00:30,18,64.4,Partly cloudy,88,50,5:51 am,5:57 pm,8:04 am,8:28 pm
Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,1695076200,18/09/2023 18:30,29,84.2,Partly cloudy,70,25,5:59 am,6:10 pm,8:46 am,8:28 pm
Saint Lucia,Castries,14,-61,America/St_Lucia,1695076200,18/09/2023 18:30,30,86,Partly cloudy,75,25,5:53 am,6:03 pm,8:35 am,8:25 pm
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,1695076200,18/09/2023 18:30,29.3,84.8,Sunny,67,7,5:54 am,6:04 pm,8:35 am,8:27 pm
Samoa,Apia,-13.83,-171.73,Pacific/Apia,1695076200,19/09/2023 11:30,28,82.4,Partly cloudy,84,75,6:20 am,6:23 pm,8:04 am,8:47 pm
San Marino,San Marino,43.93,12.45,Europe/Rome,1695076200,19/09/2023 00:30,23,73.4,Clear,57,0,6:52 am,7:16 pm,10:10 am,8:37 pm
Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,1695076200,19/09/2023 00:30,16,60.8,Clear,77,0,7:21 am,7:50 pm,10:59 am,8:51 pm
Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,1695076200,19/09/2023 01:30,30,86,Clear,13,0,5:40 am,5:54 pm,8:20 am,7:50 pm
Senegal,Dakar,14.67,-17.44,Africa/Dakar,1695076200,18/09/2023 22:30,27,80.6,Partly cloudy,94,75,6:59 am,7:09 pm,9:36 am,9:25 pm
Serbia,Belgrade,44.8,20.47,Europe/Belgrade,1695076200,19/09/2023 00:30,23,73.4,Clear,53,0,6:20 am,6:44 pm,9:38 am,8:03 pm
Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe,1695076200,19/09/2023 02:30,27,80.6,Partly cloudy,84,50,6:10 am,6:15 pm,8:17 am,8:47 pm
Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown,1695076200,18/09/2023 22:30,27,80.6,Partly cloudy,79,75,6:43 am,6:51 pm,9:12 am,9:15 pm
Singapore,Singapore,1.29,103.86,Asia/Singapore,1695076200,19/09/2023 06:30,27,80.6,Partly cloudy,89,75,6:55 am,7:02 pm,9:03 am,9:21 pm
Slovakia,Bratislava,48.15,17.12,Europe/Bratislava,1695076200,19/09/2023 00:30,23,73.4,Clear,69,0,6:32 am,6:59 pm,9:59 am,8:09 pm
Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana,1695075300,19/09/2023 00:15,18,64.4,Light rain shower,100,75,6:43 am,7:08 pm,10:05 am,8:24 pm
Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal,1695076200,19/09/2023 09:30,30,86,Partly cloudy,75,25,6:13 am,6:16 pm,8:04 am,8:40 pm
Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu,1695076200,19/09/2023 01:30,25.1,77.2,Clear,83,16,5:49 am,5:56 pm,8:04 am,8:21 pm
South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg,1695076200,19/09/2023 00:30,16,60.8,Clear,63,0,6:02 am,6:02 pm,7:49 am,9:05 pm
South Korea,Seoul,37.57,127,Asia/Seoul,1695076200,19/09/2023 07:30,22,71.6,Partly cloudy,88,75,6:16 am,6:36 pm,9:01 am,8:04 pm
Sudan,Juba,12.15,24.45,Africa/Khartoum,1695076200,19/09/2023 00:30,24.4,75.9,Partly cloudy,62,25,6:11 am,6:21 pm,8:40 am,8:36 pm
Spain,Madrid,40.4,-3.68,Europe/Madrid,1695076200,19/09/2023 00:30,15,59,Clear,88,0,7:58 am,8:19 pm,11:11 am,9:51 pm
Sri Lanka,Colombo,6.93,79.85,Asia/Colombo,1695076200,19/09/2023 04:00,25,77,Partly cloudy,94,25,6:01 am,6:09 pm,8:16 am,8:24 pm
Sudan,Khartoum,15.59,32.53,Africa/Khartoum,1695076200,19/09/2023 00:30,33.2,91.7,Clear,33,8,5:39 am,5:50 pm,8:10 am,7:59 pm
Suriname,Paramaribo,5.83,-55.17,America/Paramaribo,1695076200,18/09/2023 19:30,26,78.8,Moderate or heavy rain with thunder,89,50,6:31 am,6:39 pm,9:03 am,9:11 pm
Sweden,Stockholm,59.33,18.05,Europe/Stockholm,1695076200,19/09/2023 00:30,16,60.8,Overcast,88,100,6:22 am,7:01 pm,10:27 am,7:28 pm
Switzerland,Bern,46.92,7.47,Europe/Zurich,1695076200,19/09/2023 00:30,15,59,Moderate rain,100,75,7:11 am,7:37 pm,10:36 am,8:51 pm
Syria,Damascus,33.5,36.3,Asia/Damascus,1695076200,19/09/2023 01:30,22,71.6,Clear,50,0,6:20 am,6:38 pm,9:14 am,8:19 pm
Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe,1695076200,19/09/2023 03:30,17,62.6,Clear,63,0,6:08 am,6:29 pm,9:06 am,7:59 pm
Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam,1695076200,19/09/2023 01:30,20.7,69.3,Clear,60,3,6:29 am,6:34 pm,8:37 am,9:10 pm
Thailand,Bangkok,13.75,100.52,Asia/Bangkok,1695076200,19/09/2023 05:30,26,78.8,Partly cloudy,94,25,6:07 am,6:17 pm,8:27 am,8:22 pm
Timor-Leste,Dili,-8.56,125.57,Asia/Dili,1695076200,19/09/2023 07:30,24.9,76.8,Sunny,54,0,6:30 am,6:34 pm,8:25 am,9:01 pm
Bulgaria,Lom,43.81,23.24,Europe/Bucharest,1695076200,19/09/2023 01:30,17.1,62.9,Clear,54,8,7:09 am,7:33 pm,10:24 am,8:54 pm
Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu,1695076200,19/09/2023 11:30,23,73.4,Partly cloudy,65,75,6:35 am,6:35 pm,8:13 am,9:09 pm
Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain,1695076200,18/09/2023 18:30,30,86,Partly cloudy,75,25,5:56 am,6:05 pm,8:34 am,8:31 pm
Tunisia,Tunis,36.8,10.18,Africa/Tunis,1695076200,18/09/2023 23:30,26,78.8,Partly cloudy,84,50,6:04 am,6:23 pm,9:08 am,8:01 pm
Turkey,Ankara,39.93,32.86,Europe/Istanbul,1695076200,19/09/2023 01:30,17,62.6,Clear,48,0,6:32 am,6:53 pm,9:38 am,8:22 pm
Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat,1695076200,19/09/2023 03:30,21,69.8,Partly cloudy,28,75,6:50 am,7:11 pm,9:48 am,8:42 pm
Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti,1695076200,19/09/2023 10:30,31,87.8,Partly cloudy,89,75,5:56 am,6:00 pm,7:46 am,8:19 pm
Uganda,Kampala,0.32,32.57,Africa/Kampala,1695076200,19/09/2023 01:30,19.2,66.6,Patchy light drizzle,84,70,6:41 am,6:47 pm,8:56 am,9:16 pm
Ukraine,Kyiv,50.43,30.52,Europe/Kiev,1695076200,19/09/2023 01:30,16.8,62.2,Clear,45,3,6:37 am,7:06 pm,10:08 am,8:08 pm
United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai,1695076200,19/09/2023 02:30,33,91.4,Clear,71,0,6:09 am,6:23 pm,8:48 am,8:18 pm
United Kingdom,London,51.52,-0.11,Europe/London,1695076200,18/09/2023 23:30,12,53.6,Clear,71,0,6:39 am,7:09 pm,10:19 am,8:09 pm
United States of America,Washington Park,46.6,-120.49,America/Los_Angeles,1695076200,18/09/2023 15:30,23.9,75,Sunny,24,0,6:43 am,7:08 pm,10:32 am,8:30 pm
Uruguay,Montevideo,-34.86,-56.17,America/Montevideo,1695076200,18/09/2023 19:30,12,53.6,Partly cloudy,82,75,6:40 am,6:38 pm,8:22 am,10:10 pm
Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent,1695076200,19/09/2023 03:30,19,66.2,Clear,43,0,6:06 am,6:28 pm,9:08 am,7:52 pm
Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate,1695076200,19/09/2023 09:30,26,78.8,Partly cloudy,84,75,5:41 am,5:42 pm,7:23 am,8:14 pm
Venezuela,Caracas,10.5,-66.92,America/Caracas,1695076200,18/09/2023 18:30,31,87.8,Clear,66,0,6:17 am,6:26 pm,8:56 am,8:54 pm
Vietnam,Hanoi,21.03,105.85,Asia/Bangkok,1695076200,19/09/2023 05:30,26,78.8,Mist,94,50,5:45 am,5:57 pm,8:11 am,7:52 pm
Yemen,Sanaa,15.35,44.21,Asia/Aden,1695076200,19/09/2023 01:30,19.2,66.6,Clear,23,9,5:52 am,6:03 pm,8:21 am,8:11 pm
Zambia,Lusaka,-15.42,28.28,Africa/Lusaka,1695076200,19/09/2023 00:30,21.6,70.9,Clear,32,1,6:00 am,6:02 pm,7:59 am,8:51 pm
Zimbabwe,Harare,-17.82,31.04,Africa/Harare,1695076200,19/09/2023 00:30,17.1,62.8,Clear,57,3,5:49 am,5:51 pm,7:46 am,8:42 pm
Afghanistan,Kabul,34.52,69.18,Asia/Kabul,1695161700,20/09/2023 02:45,17.9,64.3,Clear,29,2,5:39 am,5:55 pm,9:30 am,8:04 pm
Albania,Tirana,41.33,19.82,Europe/Tirane,1695161700,20/09/2023 00:15,20,68,Clear,94,0,6:24 am,6:44 pm,10:40 am,8:39 pm
Algeria,Algiers,36.76,3.05,Africa/Algiers,1695161700,19/09/2023 23:15,22,71.6,Moderate or heavy rain with thunder,94,75,6:33 am,6:50 pm,10:40 am,8:59 pm
Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra,1695161700,20/09/2023 00:15,6.5,43.7,Partly cloudy,87,47,7:38 am,7:57 pm,12:00 pm,9:50 pm
Angola,Luanda,-8.84,13.23,Africa/Luanda,1695161700,19/09/2023 23:15,23,73.4,Partly cloudy,83,25,5:59 am,6:03 pm,8:48 am,9:36 pm
Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua,1695161700,19/09/2023 18:15,30,86,Overcast,70,50,5:56 am,6:06 pm,9:35 am,9:05 pm
Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires,1695161700,19/09/2023 19:15,15,59,Partly cloudy,77,75,6:49 am,6:49 pm,9:02 am,11:24 pm
Armenia,Yerevan,40.18,44.51,Asia/Yerevan,1695161700,20/09/2023 02:15,17,62.6,Clear,48,0,6:46 am,7:05 pm,10:54 am,9:01 pm
Australia,Canberra,-35.28,149.22,Australia/Sydney,1695161700,20/09/2023 08:15,17,62.6,Sunny,42,0,5:58 am,5:57 pm,7:52 am,9:57 pm
Austria,Vienna,48.2,16.37,Europe/Vienna,1695161700,20/09/2023 00:15,17,62.6,Clear,72,0,6:36 am,7:00 pm,11:15 am,8:31 pm
Azerbaijan,Baku,40.4,49.88,Asia/Baku,1695161700,20/09/2023 02:15,19,66.2,Partly cloudy,83,25,6:24 am,6:43 pm,10:32 am,8:39 pm
Bahamas,Nassau,25.08,-77.35,America/Nassau,1695161700,19/09/2023 18:15,31,87.8,Patchy light rain with thunder,71,75,6:57 am,7:09 pm,10:52 am,9:54 pm
Bahrain,Manama,26.24,50.58,Asia/Bahrain,1695161700,20/09/2023 01:15,31,87.8,Clear,71,0,5:25 am,5:38 pm,9:02 am,8:06 pm
Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka,1695161700,20/09/2023 04:15,25.2,77.3,Partly cloudy,93,55,5:46 am,5:59 pm,9:13 am,8:27 pm
Barbados,Bridgetown,13.1,-59.62,America/Barbados,1695161700,19/09/2023 18:15,29.3,84.7,Patchy rain possible,72,59,5:48 am,5:57 pm,9:20 am,9:03 pm
Belarus,Minsk,53.9,27.57,Europe/Minsk,1695161700,20/09/2023 01:15,18,64.4,Clear,64,0,6:49 am,7:17 pm,11:49 am,8:22 pm
Belgium,Brussels,50.83,4.33,Europe/Brussels,1695161700,20/09/2023 00:15,18,64.4,Partly cloudy,68,75,7:24 am,7:49 pm,12:15 pm,9:10 pm
Belize,Belmopan,17.25,-88.77,America/Belize,1695161700,19/09/2023 16:15,32,89.6,Partly cloudy,67,25,5:44 am,5:54 pm,9:27 am,8:56 pm
Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo,1695161700,19/09/2023 23:15,26,78.8,Partly cloudy,89,50,6:39 am,6:47 pm,9:52 am,9:56 pm
Bhutan,Thimphu,27.48,89.6,Asia/Thimphu,1695161700,20/09/2023 04:15,10.5,50.9,Mist,97,63,5:49 am,6:02 pm,9:22 am,8:24 pm
Bolivia,Sucre,-19.04,-65.26,America/La_Paz,1695161700,19/09/2023 18:15,15.1,59.2,Patchy rain possible,67,71,6:13 am,6:16 pm,8:56 am,10:18 pm
Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo,1695161700,20/09/2023 00:15,17,62.6,Partly cloudy,88,50,6:29 am,6:50 pm,10:53 am,8:37 pm
Botswana,Gaborone,-24.65,25.91,Africa/Gaborone,1695161700,20/09/2023 00:15,18,64.4,Partly cloudy,83,50,6:09 am,6:11 pm,8:33 am,10:10 pm
Brazil,Bras,-2.08,-58.17,America/Manaus,1695161700,19/09/2023 18:15,32,89.5,Clear,32,14,5:44 am,5:50 pm,8:52 am,9:21 pm
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei,1695161700,20/09/2023 06:15,25,77,Light rain,100,75,6:10 am,6:18 pm,9:06 am,9:15 pm
Bulgaria,Sofia,42.68,23.32,Europe/Sofia,1695161700,20/09/2023 01:15,17,62.6,Moderate or heavy rain with thunder,94,100,7:10 am,7:31 pm,11:30 am,9:21 pm
Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou,1695161700,19/09/2023 22:15,30,86,Clear,70,0,5:55 am,6:04 pm,9:18 am,9:04 pm
Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura,1695161700,20/09/2023 00:15,17.3,63.1,Patchy rain possible,86,85,5:54 am,5:59 pm,8:49 am,9:21 pm
Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo,1695161700,20/09/2023 01:15,22.2,72,Clear,62,4,5:48 am,5:49 pm,8:10 am,9:44 pm
Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde,1695161700,19/09/2023 21:15,27,80.6,Partly cloudy,89,25,6:23 am,6:32 pm,9:53 am,9:31 pm
Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh,1695161700,20/09/2023 05:15,25,77,Partly cloudy,94,50,5:50 am,5:59 pm,8:56 am,8:47 pm
Cameroon,Bafoussam,5.47,10.42,Africa/Douala,1695161700,19/09/2023 23:15,16.8,62.3,Mist,96,54,6:08 am,6:16 pm,9:19 am,9:26 pm
Canada,Ottawa,45.42,-75.7,America/Toronto,1695161700,19/09/2023 18:15,18,64.4,Partly cloudy,60,75,6:46 am,7:07 pm,11:33 am,8:56 pm
Central African Republic,Bangui,4.37,18.58,Africa/Bangui,1695161700,19/09/2023 23:15,26,78.8,Partly cloudy,79,25,5:36 am,5:43 pm,8:43 am,8:54 pm
Chad,N'djamena,12.11,15.05,Africa/Douala,1695161700,19/09/2023 23:15,27,80.6,Partly cloudy,89,25,5:49 am,5:58 pm,9:09 am,8:56 pm
Chile,Santiago,-33.45,-70.67,America/Santiago,1695161700,19/09/2023 19:15,19,66.2,Sunny,43,0,7:37 am,7:37 pm,9:53 am,No moonset
China,Beijing,39.93,116.39,Asia/Shanghai,1695161700,20/09/2023 06:15,14,57.2,Sunny,88,0,5:59 am,6:17 pm,9:53 am,8:09 pm
Bulgaria,Bogot,43.32,24.7,Europe/Sofia,1695161700,20/09/2023 01:15,16.7,62.1,Patchy rain possible,65,78,7:05 am,7:25 pm,11:26 am,9:13 pm
Comoros,Moroni,-11.7,43.24,Indian/Comoro,1695161700,20/09/2023 01:15,21.4,70.4,Partly cloudy,82,31,5:59 am,6:03 pm,8:41 am,9:36 pm
Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,1695161700,19/09/2023 23:15,27,80.6,Clear,66,0,5:50 am,5:56 pm,8:46 am,9:21 pm
Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,1695161700,19/09/2023 16:15,21,69.8,Light rain,100,75,5:26 am,5:35 pm,8:56 am,8:49 pm
Croatia,Zagreb,45.8,16,Europe/Zagreb,1695161700,20/09/2023 00:15,16,60.8,Fog,88,0,6:38 am,7:00 pm,11:09 am,8:41 pm
Cuba,Havana,23.13,-82.36,America/Havana,1695161700,19/09/2023 18:15,32,89.6,Partly cloudy,59,50,7:17 am,7:29 pm,11:10 am,10:18 pm
Cyprus,Nicosia,35.17,33.37,Asia/Famagusta,1695161700,20/09/2023 01:15,23,73.4,Clear,78,0,6:32 am,6:48 pm,10:30 am,8:59 pm
Czech Republic,Prague,50.08,14.47,Europe/Prague,1695161700,20/09/2023 00:15,14,57.2,Clear,77,0,6:43 am,7:08 pm,11:30 am,8:32 pm
Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville,1695161700,19/09/2023 23:15,27,80.6,Clear,66,0,5:50 am,5:56 pm,8:45 am,9:21 pm
Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen,1695161700,20/09/2023 00:15,17,62.6,Overcast,83,100,6:48 am,7:18 pm,12:01 pm,8:14 pm
Djibouti,Djibouti,11.6,43.15,Africa/Djibouti,1695161700,20/09/2023 01:15,37,98.6,Mist,42,50,5:57 am,6:06 pm,9:12 am,9:01 pm
Dominica,Roseau,15.3,-61.4,America/Dominica,1695161700,19/09/2023 18:15,31,87.8,Partly cloudy,75,25,5:55 am,6:04 pm,9:30 am,9:06 pm
Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo,1695161700,19/09/2023 18:15,31,87.8,Partly cloudy,71,75,6:28 am,6:38 pm,10:10 am,9:36 pm
Ecuador,Quito,-0.22,-78.5,America/Guayaquil,1695161700,19/09/2023 17:15,17.3,63.2,Patchy rain possible,46,74,6:05 am,6:11 pm,9:19 am,9:42 pm
Egypt,Cairo,30.05,31.25,Africa/Cairo,1695161700,20/09/2023 01:15,26,78.8,Clear,70,0,6:41 am,6:56 pm,10:29 am,9:19 pm
El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,1695161700,19/09/2023 16:15,30,86,Partly cloudy,59,25,5:46 am,5:55 pm,9:23 am,9:04 pm
Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,1695162600,19/09/2023 23:30,25,77,Partly cloudy,100,75,6:15 am,6:22 pm,9:23 am,9:35 pm
Eritrea,Asmara,15.33,38.93,Africa/Asmara,1695161700,20/09/2023 01:15,18.5,65.3,Clear,62,25,6:13 am,6:23 pm,9:34 am,9:13 pm
Estonia,Tallinn,59.43,24.73,Europe/Tallinn,1695161700,20/09/2023 01:15,14,57.2,Partly cloudy,88,50,6:58 am,7:31 pm,12:31 pm,8:02 pm
Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,1695162600,20/09/2023 00:30,16.3,61.3,Clear,63,16,5:49 am,5:50 pm,8:09 am,9:51 pm
Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,1695161700,20/09/2023 01:15,14,57.2,Partly cloudy,100,50,6:15 am,6:23 pm,9:27 am,9:24 pm
Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,1695161700,20/09/2023 10:15,27,80.6,Partly cloudy,62,75,5:59 am,6:02 pm,8:17 am,9:25 pm
Finland,Helsinki,60.18,24.93,Europe/Helsinki,1695161700,20/09/2023 01:15,14,57.2,Clear,77,0,6:56 am,7:31 pm,12:35 pm,7:56 pm
France,Paris,48.87,2.33,Europe/Paris,1695161700,20/09/2023 00:15,20,68,Partly cloudy,73,75,7:33 am,7:56 pm,12:16 pm,9:26 pm
Gabon,Libreville,0.38,9.45,Africa/Libreville,1695162600,19/09/2023 23:30,27,80.6,Partly cloudy,89,50,6:13 am,6:19 pm,9:16 am,9:38 pm
Gambia,Banjul,13.45,-16.58,Africa/Banjul,1695162600,19/09/2023 22:30,24,75.2,Partly cloudy,100,75,6:55 am,7:05 pm,10:21 am,10:04 pm
Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,1695161700,20/09/2023 02:15,15,59,Partly cloudy,82,25,6:44 am,7:04 pm,10:57 am,8:56 pm
Germany,Berlin,52.52,13.4,Europe/Berlin,1695162600,20/09/2023 00:30,16,60.8,Clear,59,0,6:47 am,7:13 pm,11:43 am,8:26 pm
Ghana,Accra,5.55,-0.22,Africa/Accra,1695162600,19/09/2023 22:30,26,78.8,Partly cloudy,89,75,5:51 am,5:59 pm,9:03 am,9:10 pm
Greece,Athens,37.98,23.72,Europe/Athens,1695161700,20/09/2023 01:15,24,75.2,Clear,44,0,7:10 am,7:28 pm,11:17 am,9:32 pm
Grenada,Saint George's,12.05,-61.75,America/Grenada,1695162600,19/09/2023 18:30,30,86,Partly cloudy,75,25,5:56 am,6:05 pm,9:27 am,9:13 pm
Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,1695162600,19/09/2023 16:30,25,77,Partly cloudy,47,25,5:51 am,6:01 pm,9:30 am,9:08 pm
Guinea,Conakry,9.51,-13.71,Africa/Conakry,1695162600,19/09/2023 22:30,26,78.8,Partly cloudy,94,75,6:44 am,6:53 pm,10:04 am,9:59 pm
Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,1695161700,19/09/2023 22:15,25,77,Moderate or heavy rain with thunder,94,75,6:52 am,7:01 pm,10:15 am,10:03 pm
Guyana,Georgetown,6.8,-58.17,America/Guyana,1695162600,19/09/2023 18:30,30,86,Partly cloudy,75,25,5:43 am,5:51 pm,9:04 am,9:07 pm
Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,1695162600,19/09/2023 18:30,33,91.4,Partly cloudy,56,37,6:38 am,6:48 pm,10:20 am,9:46 pm
Vatican City,Vatican City,41.9,12.45,Europe/Rome,1695161700,20/09/2023 00:15,23,73.4,Clear,78,0,6:54 am,7:14 pm,11:13 am,9:07 pm
Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,1695162600,19/09/2023 16:30,31,87.8,Partly cloudy,38,37,5:38 am,5:48 pm,9:16 am,8:55 pm
Hungary,Budapest,47.5,19.08,Europe/Budapest,1695161700,20/09/2023 00:15,15,59,Clear,94,0,6:26 am,6:48 pm,11:01 am,8:23 pm
Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,1695162600,19/09/2023 22:30,8.1,46.6,Partly cloudy,65,50,6:55 am,7:34 pm,1:20 pm,7:24 pm
India,New Delhi,28.6,77.2,Asia/Kolkata,1695161700,20/09/2023 03:45,30.4,86.7,Partly cloudy,59,29,6:08 am,6:22 pm,9:45 am,8:43 pm
Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,1695161700,20/09/2023 05:15,26,78.8,Partly cloudy,79,25,5:44 am,5:49 pm,8:26 am,9:04 pm
Iran,Tehran,35.73,51.33,Asia/Tehran,1695162600,20/09/2023 02:00,20,68,Clear,46,0,5:50 am,6:07 pm,9:46 am,8:14 pm
Iraq,Baghdad,33.34,44.39,Asia/Baghdad,1695162600,20/09/2023 01:30,31.7,89.1,Clear,18,0,5:48 am,6:04 pm,9:41 am,8:18 pm
Ireland,Dublin,53.33,-6.25,Europe/Dublin,1695161700,19/09/2023 23:15,17,62.6,Light rain,83,75,7:05 am,7:32 pm,12:10 pm,8:42 pm
Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,1695162600,20/09/2023 01:30,25,77,Partly cloudy,74,25,6:25 am,6:40 pm,10:15 am,8:59 pm
Italy,Rome,41.9,12.48,Europe/Rome,1695162600,20/09/2023 00:30,22,71.6,Clear,78,0,6:54 am,7:13 pm,11:13 am,9:07 pm
Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,1695162600,19/09/2023 17:30,32,89.6,Partly cloudy,71,25,5:56 am,6:06 pm,9:38 am,9:05 pm
Japan,Tokyo,35.69,139.69,Asia/Tokyo,1695161700,20/09/2023 07:15,27,80.6,Partly cloudy,89,25,5:27 am,5:44 pm,9:07 am,7:43 pm
Jordan,Amman,31.95,35.93,Asia/Amman,1695162600,20/09/2023 01:30,22,71.6,Clear,73,0,6:22 am,6:37 pm,10:13 am,8:55 pm
Kazakhstan,Astana,51.18,71.43,Asia/Almaty,1695162600,20/09/2023 04:30,13,55.4,Light rain,82,37,6:55 am,7:21 pm,11:34 am,8:37 pm
Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,1695162600,20/09/2023 01:30,19,66.2,Partly cloudy,68,75,6:23 am,6:30 pm,9:21 am,9:47 pm
Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,1695162600,20/09/2023 10:30,28.8,83.9,Partly cloudy,71,46,6:33 am,6:39 pm,9:14 am,9:38 pm
Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,1695162600,20/09/2023 01:30,33.3,91.9,Clear,25,0,5:35 am,5:49 pm,9:18 am,8:11 pm
Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek,1695162600,20/09/2023 04:30,17.1,62.8,Patchy rain possible,51,54,6:45 am,7:05 pm,10:55 am,8:51 pm
Indonesia,Laos,-8.18,114.32,Asia/Jakarta,1695162600,20/09/2023 05:30,19.6,67.2,Mist,95,86,5:15 am,5:19 pm,7:53 am,8:36 pm
Latvia,Riga,56.95,24.1,Europe/Riga,1695161700,20/09/2023 01:15,15,59,Clear,82,0,7:02 am,7:32 pm,12:19 pm,8:20 pm
Lebanon,Beirut,33.87,35.51,Asia/Beirut,1695162600,20/09/2023 01:30,24.2,75.5,Patchy rain possible,77,61,6:23 am,6:39 pm,10:18 am,8:53 pm
Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg,1695162600,20/09/2023 00:30,9,48.2,Clear,80,2,6:04 am,6:04 pm,8:19 am,10:12 pm
Liberia,Monrovia,6.31,-10.8,Africa/Monrovia,1695161700,19/09/2023 22:15,25,77,Partly cloudy,94,75,6:33 am,6:41 pm,9:48 am,9:52 pm
Thailand,Nan,18.78,100.78,Asia/Bangkok,1695162600,20/09/2023 05:30,24,75.2,Mist,100,25,6:05 am,6:16 pm,9:23 am,8:53 pm
Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz,1695161700,20/09/2023 00:15,17,62.6,Partly cloudy,68,75,7:04 am,7:27 pm,11:40 am,9:03 pm
Lithuania,Vilnius,54.68,25.32,Europe/Vilnius,1695161700,20/09/2023 01:15,18,64.4,Partly cloudy,94,75,6:58 am,7:26 pm,12:02 pm,8:28 pm
